datetime,registered_count,direct_count,total_count,hour,day_of_month,month,year,day_of_week,is_weekend,date,conditions,temperature_c,perceived_temperature_c,humidity,windspeed_kmh,is_holiday
2011-05-28 02:00:00,35,13,48,2,28,5,2011,5,True,2011-05-28,clear,18.3,19.0,94.0,13.0,False
2011-05-28 03:00:00,13,2,15,3,28,5,2011,5,True,2011-05-28,clear,18.3,19.0,88.0,15.0,False
2011-05-28 04:00:00,4,0,4,4,28,5,2011,5,True,2011-05-28,clear,18.3,19.0,88.0,17.0,False
2011-05-28 05:00:00,3,4,7,5,28,5,2011,5,True,2011-05-28,clear,18.3,19.0,88.0,15.0,False
2011-05-28 06:00:00,16,3,19,6,28,5,2011,5,True,2011-05-28,clear,19.3,20.0,83.0,17.0,False
2011-05-28 07:00:00,33,17,50,7,28,5,2011,5,True,2011-05-28,clear,20.2,21.0,83.0,17.0,False
2011-05-28 08:00:00,75,27,102,8,28,5,2011,5,True,2011-05-28,clear,21.1,23.0,78.0,13.0,False
2011-05-28 09:00:00,116,61,177,9,28,5,2011,5,True,2011-05-28,clear,22.1,24.0,73.0,17.0,False
2011-05-28 10:00:00,166,110,276,10,28,5,2011,5,True,2011-05-28,clear,24.9,27.0,65.0,15.0,False
2011-05-28 11:00:00,178,171,349,11,28,5,2011,5,True,2011-05-28,clear,24.9,27.0,65.0,15.0,False
2011-05-28 12:00:00,213,145,358,12,28,5,2011,5,True,2011-05-28,clear,25.8,28.0,58.0,17.0,False
2011-05-28 13:00:00,217,168,385,13,28,5,2011,5,True,2011-05-28,clear,25.8,29.0,62.0,15.0,False
2011-05-28 14:00:00,210,172,382,14,28,5,2011,5,True,2011-05-28,clear,26.8,29.0,58.0,15.0,False
2011-05-28 15:00:00,187,187,374,15,28,5,2011,5,True,2011-05-28,clear,26.8,29.0,55.0,15.0,False
2011-05-28 16:00:00,201,201,402,16,28,5,2011,5,True,2011-05-28,clear,27.7,30.0,55.0,19.0,False
2011-05-28 17:00:00,161,180,341,17,28,5,2011,5,True,2011-05-28,clear,26.8,29.0,55.0,20.0,False
2011-05-28 18:00:00,212,173,385,18,28,5,2011,5,True,2011-05-28,clear,25.8,29.0,62.0,17.0,False
2011-05-28 19:00:00,153,99,252,19,28,5,2011,5,True,2011-05-28,clear,24.9,27.0,65.0,13.0,False
2011-05-28 20:00:00,128,68,196,20,28,5,2011,5,True,2011-05-28,clear,24.9,27.0,65.0,15.0,False
2011-05-28 21:00:00,114,87,201,21,28,5,2011,5,True,2011-05-28,clear,23.0,25.0,74.0,20.0,False
2011-05-28 22:00:00,115,46,161,22,28,5,2011,5,True,2011-05-28,clear,23.0,24.0,78.0,15.0,False
2011-05-28 23:00:00,81,44,125,23,28,5,2011,5,True,2011-05-28,clear,22.1,22.0,83.0,13.0,False
2011-05-29 00:00:00,51,32,83,0,29,5,2011,6,True,2011-05-29,clear,22.1,22.0,83.0,15.0,False
2011-05-29 01:00:00,49,17,66,1,29,5,2011,6,True,2011-05-29,clear,21.1,21.0,88.0,11.0,False
2011-05-29 02:00:00,49,12,61,2,29,5,2011,6,True,2011-05-29,clear,21.1,21.0,88.0,7.0,False
2011-05-29 03:00:00,24,2,26,3,29,5,2011,6,True,2011-05-29,clear,21.1,21.0,88.0,7.0,False
2011-05-29 04:00:00,10,13,23,4,29,5,2011,6,True,2011-05-29,clear,20.2,20.0,88.0,6.0,False
2011-05-29 05:00:00,3,3,6,5,29,5,2011,6,True,2011-05-29,clear,20.2,18.0,94.0,11.0,False
2011-05-29 06:00:00,10,5,15,6,29,5,2011,6,True,2011-05-29,clouds,21.1,21.0,88.0,13.0,False
2011-05-29 07:00:00,17,13,30,7,29,5,2011,6,True,2011-05-29,clouds,21.1,21.0,88.0,17.0,False
2011-05-29 08:00:00,62,34,96,8,29,5,2011,6,True,2011-05-29,clouds,21.1,21.0,88.0,15.0,False
2011-05-29 09:00:00,78,74,152,9,29,5,2011,6,True,2011-05-29,clouds,21.1,20.0,94.0,17.0,False
2011-05-29 10:00:00,121,130,251,10,29,5,2011,6,True,2011-05-29,clouds,23.0,24.0,83.0,15.0,False
2011-05-29 11:00:00,180,139,319,11,29,5,2011,6,True,2011-05-29,clouds,23.0,24.0,83.0,19.0,False
2011-05-29 12:00:00,186,216,402,12,29,5,2011,6,True,2011-05-29,clouds,24.9,28.0,74.0,15.0,False
2011-05-29 13:00:00,181,237,418,13,29,5,2011,6,True,2011-05-29,clear,25.8,29.0,70.0,19.0,False
2011-05-29 14:00:00,168,183,351,14,29,5,2011,6,True,2011-05-29,clear,26.8,30.0,70.0,19.0,False
2011-05-29 15:00:00,155,221,376,15,29,5,2011,6,True,2011-05-29,clear,26.8,30.0,70.0,20.0,False
2011-05-29 16:00:00,167,194,361,16,29,5,2011,6,True,2011-05-29,clear,26.8,30.0,70.0,19.0,False
2011-05-29 17:00:00,169,214,383,17,29,5,2011,6,True,2011-05-29,clear,26.8,30.0,70.0,19.0,False
2011-05-29 18:00:00,177,151,328,18,29,5,2011,6,True,2011-05-29,clear,25.8,30.0,74.0,19.0,False
2011-05-29 19:00:00,146,141,287,19,29,5,2011,6,True,2011-05-29,clear,25.8,30.0,74.0,17.0,False
2011-05-29 20:00:00,128,91,219,20,29,5,2011,6,True,2011-05-29,clear,24.9,28.0,79.0,13.0,False
2011-05-29 21:00:00,122,107,229,21,29,5,2011,6,True,2011-05-29,clear,24.0,26.0,83.0,11.0,False
2011-05-29 22:00:00,93,78,171,22,29,5,2011,6,True,2011-05-29,clear,23.0,23.0,89.0,9.0,False
2011-05-29 23:00:00,87,48,135,23,29,5,2011,6,True,2011-05-29,clear,23.0,23.0,89.0,11.0,False
2011-05-30 00:00:00,65,38,103,0,30,5,2011,0,False,2011-05-30,clear,22.1,21.0,94.0,13.0,True
2011-05-30 01:00:00,53,26,79,1,30,5,2011,0,False,2011-05-30,clear,22.1,21.0,94.0,9.0,True
2011-05-30 02:00:00,28,17,45,2,30,5,2011,0,False,2011-05-30,clear,22.1,21.0,94.0,13.0,True
2011-05-30 03:00:00,8,10,18,3,30,5,2011,0,False,2011-05-30,clear,22.1,21.0,94.0,13.0,True
2011-05-30 04:00:00,4,2,6,4,30,5,2011,0,False,2011-05-30,clear,21.1,20.0,94.0,11.0,True
2011-05-30 05:00:00,6,1,7,5,30,5,2011,0,False,2011-05-30,clouds,21.1,20.0,94.0,7.0,True
2011-05-30 06:00:00,10,6,16,6,30,5,2011,0,False,2011-05-30,clouds,22.1,21.0,94.0,6.0,True
2011-05-30 07:00:00,19,12,31,7,30,5,2011,0,False,2011-05-30,clouds,22.1,21.0,94.0,0.0,True
2011-05-30 08:00:00,58,36,94,8,30,5,2011,0,False,2011-05-30,clouds,23.0,23.0,89.0,7.0,True
2011-05-30 09:00:00,81,47,128,9,30,5,2011,0,False,2011-05-30,clear,25.8,30.0,74.0,6.0,True
2011-05-30 10:00:00,153,116,269,10,30,5,2011,0,False,2011-05-30,clear,29.6,34.0,55.0,17.0,True
2011-05-30 11:00:00,168,153,321,11,30,5,2011,0,False,2011-05-30,clear,30.5,35.0,52.0,0.0,True
2011-05-30 12:00:00,187,179,366,12,30,5,2011,0,False,2011-05-30,clear,32.4,37.0,47.0,7.0,True
2011-05-30 13:00:00,217,133,350,13,30,5,2011,0,False,2011-05-30,clear,32.4,36.0,44.0,6.0,True
2011-05-30 14:00:00,185,142,327,14,30,5,2011,0,False,2011-05-30,clear,33.4,37.0,39.0,0.0,True
2011-05-30 15:00:00,179,132,311,15,30,5,2011,0,False,2011-05-30,clear,33.4,37.0,39.0,17.0,True
2011-05-30 16:00:00,208,101,309,16,30,5,2011,0,False,2011-05-30,clear,33.4,36.0,37.0,19.0,True
2011-05-30 17:00:00,202,102,304,17,30,5,2011,0,False,2011-05-30,clear,32.4,36.0,41.0,15.0,True
2011-05-30 18:00:00,172,77,249,18,30,5,2011,0,False,2011-05-30,clear,32.4,36.0,41.0,11.0,True
2011-05-30 19:00:00,157,68,225,19,30,5,2011,0,False,2011-05-30,clouds,16.4,17.0,48.0,7.0,True
2011-05-30 20:00:00,168,69,237,20,30,5,2011,0,False,2011-05-30,clear,27.7,31.0,58.0,0.0,True
2011-05-30 21:00:00,107,42,149,21,30,5,2011,0,False,2011-05-30,clear,26.8,30.0,70.0,9.0,True
2011-05-30 22:00:00,80,26,106,22,30,5,2011,0,False,2011-05-30,clear,25.8,30.0,74.0,11.0,True
2011-05-30 23:00:00,34,14,48,23,30,5,2011,0,False,2011-05-30,clear,24.9,28.0,84.0,7.0,True
2011-05-31 00:00:00,20,9,29,0,31,5,2011,1,False,2011-05-31,clear,24.9,28.0,79.0,6.0,False
2011-05-31 01:00:00,9,8,17,1,31,5,2011,1,False,2011-05-31,clear,24.0,26.0,89.0,6.0,False
2011-05-31 02:00:00,7,5,12,2,31,5,2011,1,False,2011-05-31,clouds,23.0,23.0,94.0,9.0,False
2011-05-31 03:00:00,3,1,4,3,31,5,2011,1,False,2011-05-31,clouds,22.1,21.0,94.0,0.0,False
2011-05-31 04:00:00,3,0,3,4,31,5,2011,1,False,2011-05-31,clear,23.0,24.0,83.0,6.0,False
2011-05-31 05:00:00,26,0,26,5,31,5,2011,1,False,2011-05-31,clear,23.0,24.0,83.0,6.0,False
2011-05-31 06:00:00,98,11,109,6,31,5,2011,1,False,2011-05-31,clear,24.0,26.0,79.0,6.0,False
2011-05-31 07:00:00,219,16,235,7,31,5,2011,1,False,2011-05-31,clear,26.8,30.0,66.0,7.0,False
2011-05-31 08:00:00,372,34,406,8,31,5,2011,1,False,2011-05-31,clear,28.7,33.0,59.0,9.0,False
2011-05-31 09:00:00,153,22,175,9,31,5,2011,1,False,2011-05-31,clear,29.6,34.0,55.0,9.0,False
2011-05-31 10:00:00,72,37,109,10,31,5,2011,1,False,2011-05-31,clear,30.5,36.0,56.0,9.0,False
2011-05-31 11:00:00,78,28,106,11,31,5,2011,1,False,2011-05-31,clear,32.4,37.0,47.0,0.0,False
2011-05-31 12:00:00,125,37,162,12,31,5,2011,1,False,2011-05-31,clear,32.4,37.0,47.0,9.0,False
2011-05-31 13:00:00,110,37,147,13,31,5,2011,1,False,2011-05-31,clear,34.3,39.0,39.0,11.0,False
2011-05-31 14:00:00,99,41,140,14,31,5,2011,1,False,2011-05-31,clear,34.3,38.0,37.0,0.0,False
2011-05-31 15:00:00,133,42,175,15,31,5,2011,1,False,2011-05-31,clear,34.3,38.0,37.0,11.0,False
2011-05-31 16:00:00,205,44,249,16,31,5,2011,1,False,2011-05-31,clear,34.3,39.0,39.0,9.0,False
2011-05-31 17:00:00,428,67,495,17,31,5,2011,1,False,2011-05-31,clear,31.5,37.0,53.0,15.0,False
2011-05-31 18:00:00,362,55,417,18,31,5,2011,1,False,2011-05-31,clear,31.5,37.0,53.0,13.0,False
2011-05-31 19:00:00,246,39,285,19,31,5,2011,1,False,2011-05-31,clear,28.7,33.0,62.0,7.0,False
2011-05-31 20:00:00,213,38,251,20,31,5,2011,1,False,2011-05-31,clear,28.7,33.0,62.0,7.0,False
2011-05-31 21:00:00,165,45,210,21,31,5,2011,1,False,2011-05-31,clear,27.7,32.0,66.0,7.0,False
2011-05-31 22:00:00,117,42,159,22,31,5,2011,1,False,2011-05-31,clear,26.8,30.0,70.0,11.0,False
2011-05-31 23:00:00,46,15,61,23,31,5,2011,1,False,2011-05-31,clear,25.8,30.0,79.0,6.0,False
2011-06-01 00:00:00,25,9,34,0,1,6,2011,2,False,2011-06-01,clear,24.9,28.0,79.0,11.0,False
2011-06-01 01:00:00,9,8,17,1,1,6,2011,2,False,2011-06-01,clear,24.9,28.0,84.0,17.0,False
2011-06-01 02:00:00,3,0,3,2,1,6,2011,2,False,2011-06-01,clear,24.9,28.0,79.0,11.0,False
2011-06-01 03:00:00,6,0,6,3,1,6,2011,2,False,2011-06-01,clear,24.0,26.0,89.0,13.0,False
2011-06-01 04:00:00,4,0,4,4,1,6,2011,2,False,2011-06-01,clouds,24.0,26.0,89.0,15.0,False
2011-06-01 05:00:00,19,2,21,5,1,6,2011,2,False,2011-06-01,clouds,23.0,23.0,89.0,6.0,False
2011-06-01 06:00:00,121,7,128,6,1,6,2011,2,False,2011-06-01,clouds,24.0,26.0,89.0,6.0,False
2011-06-01 07:00:00,265,19,284,7,1,6,2011,2,False,2011-06-01,clouds,24.9,28.0,79.0,11.0,False
2011-06-01 08:00:00,417,37,454,8,1,6,2011,2,False,2011-06-01,clouds,25.8,30.0,79.0,13.0,False
2011-06-01 09:00:00,173,34,207,9,1,6,2011,2,False,2011-06-01,clouds,26.8,31.0,74.0,15.0,False
2011-06-01 10:00:00,84,31,115,10,1,6,2011,2,False,2011-06-01,clouds,27.7,33.0,75.0,17.0,False
2011-06-01 11:00:00,86,26,112,11,1,6,2011,2,False,2011-06-01,clouds,30.5,37.0,59.0,15.0,False
2011-06-01 12:00:00,137,32,169,12,1,6,2011,2,False,2011-06-01,clear,32.4,39.0,53.0,0.0,False
2011-06-01 13:00:00,125,29,154,13,1,6,2011,2,False,2011-06-01,clear,34.3,38.0,37.0,13.0,False
2011-06-01 14:00:00,105,40,145,14,1,6,2011,2,False,2011-06-01,clear,34.3,38.0,37.0,17.0,False
2011-06-01 15:00:00,127,25,152,15,1,6,2011,2,False,2011-06-01,clear,34.3,39.0,39.0,20.0,False
2011-06-01 16:00:00,227,39,266,16,1,6,2011,2,False,2011-06-01,clear,32.4,37.0,47.0,20.0,False
2011-06-01 17:00:00,434,52,486,17,1,6,2011,2,False,2011-06-01,clear,32.4,37.0,47.0,20.0,False
2011-06-01 18:00:00,278,31,309,18,1,6,2011,2,False,2011-06-01,light_rain,30.5,36.0,56.0,26.0,False
2011-06-01 19:00:00,248,16,264,19,1,6,2011,2,False,2011-06-01,clouds,26.8,31.0,79.0,11.0,False
2011-06-01 20:00:00,233,23,256,20,1,6,2011,2,False,2011-06-01,clouds,26.8,31.0,79.0,17.0,False
2011-06-01 21:00:00,161,29,190,21,1,6,2011,2,False,2011-06-01,clear,26.8,30.0,70.0,19.0,False
2011-06-01 22:00:00,115,14,129,22,1,6,2011,2,False,2011-06-01,clear,26.8,30.0,66.0,9.0,False
2011-06-01 23:00:00,59,10,69,23,1,6,2011,2,False,2011-06-01,clear,26.8,28.0,51.0,11.0,False
2011-06-02 00:00:00,31,11,42,0,2,6,2011,3,False,2011-06-02,clear,26.8,27.0,40.0,24.0,False
2011-06-02 01:00:00,12,3,15,1,2,6,2011,3,False,2011-06-02,clear,25.8,27.0,38.0,7.0,False
2011-06-02 02:00:00,6,0,6,2,2,6,2011,3,False,2011-06-02,clear,24.9,26.0,39.0,0.0,False
2011-06-02 03:00:00,4,0,4,3,2,6,2011,3,False,2011-06-02,clear,23.0,25.0,44.0,7.0,False
2011-06-02 04:00:00,3,0,3,4,2,6,2011,3,False,2011-06-02,clear,23.0,25.0,41.0,13.0,False
2011-06-02 05:00:00,28,3,31,5,2,6,2011,3,False,2011-06-02,clear,23.0,25.0,39.0,15.0,False
2011-06-02 06:00:00,106,7,113,6,2,6,2011,3,False,2011-06-02,clear,23.0,25.0,39.0,9.0,False
2011-06-02 07:00:00,285,19,304,7,2,6,2011,3,False,2011-06-02,clear,24.9,26.0,34.0,17.0,False
2011-06-02 08:00:00,442,25,467,8,2,6,2011,3,False,2011-06-02,clear,24.9,26.0,32.0,20.0,False
2011-06-02 09:00:00,197,28,225,9,2,6,2011,3,False,2011-06-02,clear,25.8,26.0,26.0,24.0,False
2011-06-02 10:00:00,106,33,139,10,2,6,2011,3,False,2011-06-02,clear,25.8,27.0,28.0,33.0,False
2011-06-02 11:00:00,123,42,165,11,2,6,2011,3,False,2011-06-02,clear,26.8,27.0,28.0,26.0,False
2011-06-02 12:00:00,193,39,232,12,2,6,2011,3,False,2011-06-02,clear,27.7,28.0,25.0,31.0,False
2011-06-02 13:00:00,168,35,203,13,2,6,2011,3,False,2011-06-02,clear,29.6,29.0,24.0,24.0,False
2011-06-02 14:00:00,142,43,185,14,2,6,2011,3,False,2011-06-02,clear,28.7,28.0,24.0,22.0,False
2011-06-02 15:00:00,144,44,188,15,2,6,2011,3,False,2011-06-02,clear,29.6,29.0,21.0,26.0,False
2011-06-02 16:00:00,255,63,318,16,2,6,2011,3,False,2011-06-02,clear,29.6,29.0,22.0,33.0,False
2011-06-02 17:00:00,484,88,572,17,2,6,2011,3,False,2011-06-02,clear,27.7,27.0,20.0,35.0,False
2011-06-02 18:00:00,451,74,525,18,2,6,2011,3,False,2011-06-02,clear,26.8,27.0,22.0,26.0,False
2011-06-02 19:00:00,321,58,379,19,2,6,2011,3,False,2011-06-02,clear,25.8,26.0,23.0,20.0,False
2011-06-02 20:00:00,286,51,337,20,2,6,2011,3,False,2011-06-02,clear,24.9,26.0,24.0,13.0,False
2011-06-02 21:00:00,215,33,248,21,2,6,2011,3,False,2011-06-02,clear,23.0,25.0,31.0,13.0,False
2011-06-02 22:00:00,141,14,155,22,2,6,2011,3,False,2011-06-02,clear,22.1,25.0,33.0,17.0,False
2011-06-02 23:00:00,89,23,112,23,2,6,2011,3,False,2011-06-02,clear,21.1,25.0,35.0,15.0,False
2011-06-03 00:00:00,53,15,68,0,3,6,2011,4,False,2011-06-03,clear,21.1,25.0,38.0,19.0,False
2011-06-03 01:00:00,15,7,22,1,3,6,2011,4,False,2011-06-03,clear,20.2,25.0,38.0,24.0,False
2011-06-03 02:00:00,12,0,12,2,3,6,2011,4,False,2011-06-03,clear,18.3,19.0,43.0,15.0,False
2011-06-03 03:00:00,5,0,5,3,3,6,2011,4,False,2011-06-03,clear,17.4,18.0,49.0,15.0,False
2011-06-03 04:00:00,5,1,6,4,3,6,2011,4,False,2011-06-03,clear,16.4,17.0,48.0,22.0,False
2011-06-03 05:00:00,24,4,28,5,3,6,2011,4,False,2011-06-03,clear,16.4,17.0,48.0,24.0,False
2011-06-03 06:00:00,98,8,106,6,3,6,2011,4,False,2011-06-03,clear,17.4,18.0,45.0,20.0,False
2011-06-03 07:00:00,252,25,277,7,3,6,2011,4,False,2011-06-03,clear,17.4,18.0,45.0,17.0,False
2011-06-03 08:00:00,471,31,502,8,3,6,2011,4,False,2011-06-03,clouds,18.3,19.0,43.0,22.0,False
2011-06-03 09:00:00,194,36,230,9,3,6,2011,4,False,2011-06-03,clear,19.3,20.0,40.0,11.0,False
2011-06-03 10:00:00,107,54,161,10,3,6,2011,4,False,2011-06-03,clear,21.1,25.0,33.0,17.0,False
2011-06-03 11:00:00,135,57,192,11,3,6,2011,4,False,2011-06-03,clear,22.1,25.0,31.0,22.0,False
2011-06-03 12:00:00,208,51,259,12,3,6,2011,4,False,2011-06-03,clear,23.0,25.0,27.0,19.0,False
2011-06-03 13:00:00,190,58,248,13,3,6,2011,4,False,2011-06-03,clear,24.0,25.0,26.0,17.0,False
2011-06-03 14:00:00,174,66,240,14,3,6,2011,4,False,2011-06-03,clear,24.9,26.0,28.0,19.0,False
2011-06-03 15:00:00,156,56,212,15,3,6,2011,4,False,2011-06-03,clear,24.9,26.0,28.0,19.0,False
2011-06-03 16:00:00,286,63,349,16,3,6,2011,4,False,2011-06-03,clear,25.8,26.0,26.0,22.0,False
2011-06-03 17:00:00,485,73,558,17,3,6,2011,4,False,2011-06-03,clear,25.8,26.0,25.0,19.0,False
2011-06-03 18:00:00,488,76,564,18,3,6,2011,4,False,2011-06-03,clear,24.9,26.0,24.0,20.0,False
2011-06-03 19:00:00,338,53,391,19,3,6,2011,4,False,2011-06-03,clear,24.0,25.0,26.0,19.0,False
2011-06-03 20:00:00,236,57,293,20,3,6,2011,4,False,2011-06-03,clear,22.1,25.0,29.0,11.0,False
2011-06-03 21:00:00,196,51,247,21,3,6,2011,4,False,2011-06-03,clear,22.1,25.0,29.0,7.0,False
2011-06-03 22:00:00,145,26,171,22,3,6,2011,4,False,2011-06-03,clear,21.1,25.0,35.0,0.0,False
2011-06-03 23:00:00,141,30,171,23,3,6,2011,4,False,2011-06-03,clear,19.3,20.0,46.0,7.0,False
2011-06-04 00:00:00,69,24,93,0,4,6,2011,5,True,2011-06-04,clear,18.3,19.0,52.0,0.0,False
2011-06-04 01:00:00,80,14,94,1,4,6,2011,5,True,2011-06-04,clear,17.4,18.0,64.0,7.0,False
2011-06-04 02:00:00,41,18,59,2,4,6,2011,5,True,2011-06-04,clear,17.4,18.0,56.0,13.0,False
2011-06-04 03:00:00,10,8,18,3,4,6,2011,5,True,2011-06-04,clear,16.4,17.0,59.0,7.0,False
2011-06-04 04:00:00,11,4,15,4,4,6,2011,5,True,2011-06-04,clear,16.4,17.0,59.0,6.0,False
2011-06-04 05:00:00,5,3,8,5,4,6,2011,5,True,2011-06-04,clear,15.5,16.0,64.0,0.0,False
2011-06-04 06:00:00,17,11,28,6,4,6,2011,5,True,2011-06-04,clear,17.4,18.0,60.0,0.0,False
2011-06-04 07:00:00,60,27,87,7,4,6,2011,5,True,2011-06-04,clear,18.3,19.0,56.0,0.0,False
2011-06-04 08:00:00,96,29,125,8,4,6,2011,5,True,2011-06-04,clear,20.2,25.0,46.0,6.0,False
2011-06-04 09:00:00,169,55,224,9,4,6,2011,5,True,2011-06-04,clear,21.1,25.0,43.0,9.0,False
2011-06-04 10:00:00,202,115,317,10,4,6,2011,5,True,2011-06-04,clear,22.1,25.0,38.0,7.0,False
2011-06-04 11:00:00,249,120,369,11,4,6,2011,5,True,2011-06-04,clear,23.0,25.0,36.0,9.0,False
2011-06-04 12:00:00,270,150,420,12,4,6,2011,5,True,2011-06-04,clear,24.9,26.0,32.0,11.0,False
2011-06-04 13:00:00,268,188,456,13,4,6,2011,5,True,2011-06-04,clear,26.8,27.0,28.0,9.0,False
2011-06-04 14:00:00,258,193,451,14,4,6,2011,5,True,2011-06-04,clear,26.8,27.0,33.0,15.0,False
2011-06-04 15:00:00,224,180,404,15,4,6,2011,5,True,2011-06-04,clouds,26.8,27.0,27.0,28.0,False
2011-06-04 16:00:00,272,168,440,16,4,6,2011,5,True,2011-06-04,clouds,25.8,27.0,30.0,9.0,False
2011-06-04 17:00:00,202,142,344,17,4,6,2011,5,True,2011-06-04,clouds,25.8,27.0,34.0,17.0,False
2011-06-04 18:00:00,214,127,341,18,4,6,2011,5,True,2011-06-04,clouds,26.8,27.0,30.0,11.0,False
2011-06-04 19:00:00,206,79,285,19,4,6,2011,5,True,2011-06-04,clouds,24.9,26.0,39.0,6.0,False
2011-06-04 20:00:00,149,90,239,20,4,6,2011,5,True,2011-06-04,clouds,24.9,27.0,48.0,6.0,False
2011-06-04 21:00:00,139,46,185,21,4,6,2011,5,True,2011-06-04,clouds,23.0,25.0,47.0,7.0,False
2011-06-04 22:00:00,141,49,190,22,4,6,2011,5,True,2011-06-04,clear,22.1,25.0,57.0,15.0,False
2011-06-04 23:00:00,121,29,150,23,4,6,2011,5,True,2011-06-04,clouds,22.1,25.0,57.0,0.0,False
2011-06-05 00:00:00,90,23,113,0,5,6,2011,6,True,2011-06-05,clear,22.1,25.0,57.0,6.0,False
2011-06-05 01:00:00,70,26,96,1,5,6,2011,6,True,2011-06-05,clouds,22.1,25.0,61.0,11.0,False
2011-06-05 02:00:00,48,16,64,2,5,6,2011,6,True,2011-06-05,clouds,22.1,25.0,61.0,11.0,False
2011-06-05 03:00:00,25,22,47,3,5,6,2011,6,True,2011-06-05,clouds,21.1,24.0,65.0,11.0,False
2011-06-05 04:00:00,8,4,12,4,5,6,2011,6,True,2011-06-05,clouds,21.1,24.0,65.0,11.0,False
2011-06-05 05:00:00,5,1,6,5,5,6,2011,6,True,2011-06-05,clouds,21.1,24.0,61.0,9.0,False
2011-06-05 06:00:00,11,10,21,6,5,6,2011,6,True,2011-06-05,clouds,21.1,24.0,61.0,7.0,False
2011-06-05 07:00:00,19,8,27,7,5,6,2011,6,True,2011-06-05,clouds,20.2,23.0,73.0,17.0,False
2011-06-05 08:00:00,74,24,98,8,5,6,2011,6,True,2011-06-05,clouds,20.2,23.0,73.0,17.0,False
2011-06-05 09:00:00,111,53,164,9,5,6,2011,6,True,2011-06-05,clouds,20.2,22.0,78.0,13.0,False
2011-06-05 10:00:00,168,83,251,10,5,6,2011,6,True,2011-06-05,clouds,21.1,23.0,73.0,6.0,False
2011-06-05 11:00:00,214,121,335,11,5,6,2011,6,True,2011-06-05,clouds,22.1,24.0,69.0,7.0,False
2011-06-05 12:00:00,212,123,335,12,5,6,2011,6,True,2011-06-05,clouds,22.1,24.0,69.0,7.0,False
2011-06-05 13:00:00,213,154,367,13,5,6,2011,6,True,2011-06-05,clear,23.0,25.0,65.0,7.0,False
2011-06-05 14:00:00,224,161,385,14,5,6,2011,6,True,2011-06-05,clear,24.9,27.0,58.0,11.0,False
2011-06-05 15:00:00,256,161,417,15,5,6,2011,6,True,2011-06-05,clear,24.9,27.0,54.0,0.0,False
2011-06-05 16:00:00,260,138,398,16,5,6,2011,6,True,2011-06-05,clear,25.8,28.0,51.0,6.0,False
2011-06-05 17:00:00,264,126,390,17,5,6,2011,6,True,2011-06-05,clear,26.8,28.0,51.0,0.0,False
2011-06-05 18:00:00,239,124,363,18,5,6,2011,6,True,2011-06-05,clear,24.9,27.0,58.0,7.0,False
2011-06-05 19:00:00,249,108,357,19,5,6,2011,6,True,2011-06-05,clear,24.0,26.0,65.0,11.0,False
2011-06-05 20:00:00,195,84,279,20,5,6,2011,6,True,2011-06-05,clear,23.0,25.0,69.0,13.0,False
2011-06-05 21:00:00,111,54,165,21,5,6,2011,6,True,2011-06-05,clear,22.1,24.0,73.0,11.0,False
2011-06-05 22:00:00,94,36,130,22,5,6,2011,6,True,2011-06-05,clear,22.1,23.0,78.0,15.0,False
2011-06-05 23:00:00,61,25,86,23,5,6,2011,6,True,2011-06-05,clear,21.1,23.0,78.0,9.0,False
2011-06-06 00:00:00,18,11,29,0,6,6,2011,0,False,2011-06-06,clear,21.1,23.0,78.0,9.0,False
2011-06-06 01:00:00,5,9,14,1,6,6,2011,0,False,2011-06-06,clear,20.2,21.0,83.0,9.0,False
2011-06-06 02:00:00,4,4,8,2,6,6,2011,0,False,2011-06-06,clear,19.3,20.0,88.0,7.0,False
2011-06-06 03:00:00,3,2,5,3,6,6,2011,0,False,2011-06-06,clear,19.3,20.0,88.0,0.0,False
2011-06-06 04:00:00,4,4,8,4,6,6,2011,0,False,2011-06-06,clear,18.3,19.0,94.0,7.0,False
2011-06-06 05:00:00,24,7,31,5,6,6,2011,0,False,2011-06-06,clear,18.3,19.0,88.0,6.0,False
2011-06-06 06:00:00,101,11,112,6,6,6,2011,0,False,2011-06-06,clear,19.3,20.0,88.0,0.0,False
2011-06-06 07:00:00,281,18,299,7,6,6,2011,0,False,2011-06-06,clear,21.1,23.0,78.0,7.0,False
2011-06-06 08:00:00,410,28,438,8,6,6,2011,0,False,2011-06-06,clear,22.1,24.0,73.0,6.0,False
2011-06-06 09:00:00,162,26,188,9,6,6,2011,0,False,2011-06-06,clear,24.9,27.0,58.0,11.0,False
2011-06-06 10:00:00,64,31,95,10,6,6,2011,0,False,2011-06-06,clear,25.8,28.0,51.0,15.0,False
2011-06-06 11:00:00,72,39,111,11,6,6,2011,0,False,2011-06-06,clear,26.8,28.0,42.0,9.0,False
2011-06-06 12:00:00,128,25,153,12,6,6,2011,0,False,2011-06-06,clear,27.7,28.0,37.0,11.0,False
2011-06-06 13:00:00,152,28,180,13,6,6,2011,0,False,2011-06-06,clear,28.7,29.0,35.0,0.0,False
2011-06-06 14:00:00,99,46,145,14,6,6,2011,0,False,2011-06-06,clear,28.7,29.0,31.0,9.0,False
2011-06-06 15:00:00,127,38,165,15,6,6,2011,0,False,2011-06-06,clear,29.6,30.0,29.0,13.0,False
2011-06-06 16:00:00,233,34,267,16,6,6,2011,0,False,2011-06-06,clear,27.7,28.0,33.0,9.0,False
